id_oportunidade,cod_interno,data_criacao,mes,operacao,tipologia,comercial,estado,origem_contacto,imoveis_consultados,tem_visita,projetos
589,41489166,2026-08-10,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
590,41489195,2026-08-10,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
591,41489214,2026-08-10,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
593,41489406,2026-08-10,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
594,41489420,2026-08-10,2026-08,arrendamento,T2,Joana,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
595,41489433,2026-08-10,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
597,41489489,2026-08-10,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
598,41489503,2026-08-10,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
601,41489549,2026-08-10,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
602,41489564,2026-08-10,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
603,41489599,2026-08-10,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
605,41489707,2026-08-10,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
607,41491822,2026-08-10,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
609,41492801,2026-08-10,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,idealista.com,YR00059,0,Magnolia
610,41493256,2026-08-10,2026-08,arrendamento,T0,Sandra,Cliente do Portal,idealista.com,YR00059,0,Magnolia
612,41493259,2026-08-10,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,idealista.com,YR00048,0,
613,41494447,2026-08-10,2026-08,arrendamento,T0,Sandra,Cliente do Portal,idealista.com,YR00059,0,Magnolia
615,41495873,2026-08-10,2026-08,arrendamento,T0,Sandra,Cliente do Portal,idealista.com,"YR00059,YR00001,YR00013",0,Magnolia;Douro Nobilis;Jardins da Seara
616,41495985,2026-08-10,2026-08,venda,T2,Eugénia,Cliente do Portal,idealista.com,34957181,0,Jardins da Seara
619,41498019,2026-08-10,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,idealista.com,YR00059,0,Magnolia
620,41499919,2026-08-10,2026-08,arrendamento,T0,Sandra,Cliente do Portal,idealista.com,YR00059,0,Magnolia
621,41500108,2026-08-10,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,idealista.com,YR00059,0,Magnolia
622,41500140,2026-08-10,2026-08,arrendamento,T1,Joana,Cliente do Portal,idealista.com,"YR00009,YR00001,YR00004,YR00006",0,Douro Nobilis;Prime Living
623,41500178,2026-08-10,2026-08,arrendamento,T0,Joana,Cliente do Portal,imovirtual.com,YR00059,0,Magnolia
624,41500981,2026-08-11,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,idealista.com,YR00059,0,Magnolia
626,41501389,2026-08-11,2026-08,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,YR00043,0,Jardins do Marquês
629,41505008,2026-08-11,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
630,41505032,2026-08-11,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
632,41505049,2026-08-11,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
633,41505051,2026-08-11,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
634,41505055,2026-08-11,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
635,41505057,2026-08-11,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
636,41505072,2026-08-11,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
638,41505100,2026-08-11,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
639,41505116,2026-08-11,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
641,41505144,2026-08-11,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
642,41505176,2026-08-11,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
643,41505200,2026-08-11,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
644,41505212,2026-08-11,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
645,41505234,2026-08-11,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
646,41505246,2026-08-11,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
647,41505275,2026-08-11,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
648,41505294,2026-08-11,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
649,41505306,2026-08-11,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
650,41505319,2026-08-11,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
651,41505331,2026-08-11,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
652,41505333,2026-08-11,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
654,41505914,2026-08-11,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
655,41505922,2026-08-11,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
656,41505932,2026-08-11,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
657,41505936,2026-08-11,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
658,41505940,2026-08-11,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
659,41505961,2026-08-11,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
660,41505975,2026-08-11,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
661,41505984,2026-08-11,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
662,41505997,2026-08-11,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
663,41506001,2026-08-11,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
664,41506004,2026-08-11,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
665,41506040,2026-08-11,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
666,41506048,2026-08-11,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
667,41506058,2026-08-11,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
669,41506079,2026-08-11,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
670,41506084,2026-08-11,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
671,41506098,2026-08-11,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
672,41506106,2026-08-11,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
673,41506126,2026-08-11,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,idealista.com,YR00059,0,Magnolia
674,41506128,2026-08-11,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
675,41506143,2026-08-11,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
676,41506147,2026-08-11,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
677,41513397,2026-08-11,2026-08,arrendamento,T0,Sandra,Cliente do Portal,idealista.com,YR00059,0,Magnolia
678,41513624,2026-08-11,2026-08,arrendamento,T2,Teresa,Cliente do Portal,idealista.com,YR00006,0,Prime Living
679,41514105,2026-08-11,2026-08,venda,T2,Eugénia,Cliente do Portal,idealista.com,YR00027,0,Prime Living
680,41515051,2026-08-11,2026-08,arrendamento,T0,Joana,Cliente do Portal,idealista.com,YR00059,0,Magnolia
681,41515824,2026-08-11,2026-08,arrendamento,T0,Joana,Cliente do Portal,idealista.com,534534,0,
682,41515825,2026-08-11,2026-08,venda,T2,Joana,Cliente do Portal,idealista.com,"34957181,YR00064",0,Jardins da Seara
683,41516657,2026-08-11,2026-08,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,35055141,0,Riverline
684,41518520,2026-08-11,2026-08,arrendamento,T2,Teresa,Cliente do Portal,idealista.com,"YR00006,34869552,YR00062,YR00001",0,Prime Living;Douro Nobilis
685,41519258,2026-08-11,2026-08,arrendamento,T3,Teresa,Cliente do Portal,imovirtual.com,"YR00028,YR00001",0,Jardins da Seara;Douro Nobilis
686,41519552,2026-08-11,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,idealista.com,YR00059,0,Magnolia
687,41521080,2026-08-12,2026-08,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,"YR00006,YR00029",0,Prime Living;Jardins da Seara
689,41523659,2026-08-12,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,idealista.com,YR00059,0,Magnolia
690,41523862,2026-08-12,2026-08,arrendamento,T1,Joana,Cliente do Portal,idealista.com,"YR00001,34869552",0,Douro Nobilis
691,41526339,2026-08-12,2026-08,arrendamento,T1,Joana,Cliente do Portal,idealista.com,YR00001,0,Douro Nobilis
692,41526522,2026-08-12,2026-08,arrendamento,T3,Sandra,Cliente do Portal,idealista.com,YR00056,0,Jardins da Seara
693,41527217,2026-08-12,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
694,41527221,2026-08-12,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
696,41527506,2026-08-12,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,idealista.com,"YR00013,YR00059",0,Jardins da Seara;Magnolia
697,41527775,2026-08-12,2026-08,venda,T1,Sandra,Cliente do Portal,idealista.com,YR00061,0,
698,41528090,2026-08-12,2026-08,arrendamento,T0,Sandra,Cliente do Portal,idealista.com,YR00059,0,Magnolia
700,41529938,2026-08-12,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,idealista.com,34869552,0,Douro Nobilis
701,41529939,2026-08-12,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
702,41529979,2026-08-12,2026-08,arrendamento,T2,Teresa,Cliente do Portal,idealista.com,"YR00006,YR00029",0,Prime Living;Jardins da Seara
703,41530160,2026-08-12,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
704,41530673,2026-08-12,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
705,41530798,2026-08-12,2026-08,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,YR00029,0,Jardins da Seara
707,41530842,2026-08-12,2026-08,arrendamento,T1,Joana,Cliente do Portal,idealista.com,"YR00001,YR00004,YR00062,YR00013,34869552,34878517",0,Douro Nobilis;Prime Living;Jardins da Seara
708,41532942,2026-08-13,2026-08,arrendamento,T2,Sandra,Cliente do Portal,imovirtual.com,YR00055,0,Prime Living
709,41533857,2026-08-13,2026-08,arrendamento,T2,Teresa,Cliente do Portal,idealista.com,35055141,0,Riverline
710,41533859,2026-08-13,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
711,41534456,2026-08-13,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,idealista.com,YR00059,0,Magnolia
712,41535981,2026-08-13,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
713,41536140,2026-08-13,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
714,41537193,2026-08-13,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,YR00006,0,Prime Living
715,41537384,2026-08-13,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
716,41538004,2026-08-13,2026-08,arrendamento,T1,Sandra,Cliente do Portal,idealista.com,35040552,0,Douro Nobilis
717,41538086,2026-08-13,2026-08,venda,T3,Eugénia,À procura,idealista.com,,0,
719,41538216,2026-08-13,2026-08,arrendamento,T1,Joana,Cliente do Portal,Website,YR00009,0,Douro Nobilis
721,41538243,2026-08-13,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Website,YR00004,0,Prime Living
722,41538323,2026-08-13,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Website,YR00043,0,Jardins do Marquês
723,41539283,2026-08-13,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,idealista.com,YR00048,0,
724,41539284,2026-08-13,2026-08,arrendamento,T2,Joana,Cliente do Portal,idealista.com,YR00006,0,Prime Living
727,41540128,2026-08-13,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
728,41540199,2026-08-13,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
729,41540336,2026-08-13,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
730,41541130,2026-08-13,2026-08,arrendamento,T3,Sandra,Cliente do Portal,idealista.com,YR00028,0,Jardins da Seara
732,41541854,2026-08-13,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,YR00006,0,Prime Living
734,41541907,2026-08-13,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,YR00006,0,Prime Living
735,41542054,2026-08-14,2026-08,arrendamento,T1,Sandra,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
737,41543844,2026-08-14,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
738,41544883,2026-08-14,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
739,41545177,2026-08-14,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
740,41545178,2026-08-14,2026-08,arrendamento,T0,Joana,Cliente do Portal,idealista.com,YR00059,0,Magnolia
741,41545831,2026-08-14,2026-08,arrendamento,T1,Sandra,Cliente do Portal,idealista.com,YR00001,0,Douro Nobilis
742,41547386,2026-08-14,2026-08,arrendamento,T2,Teresa,Cliente do Portal,idealista.com,"YR00023,YR00029,YR00011,YR00028",0,Jardins da Seara;White Tower
743,41547438,2026-08-14,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
744,41547843,2026-08-14,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
745,41548047,2026-08-14,2026-08,arrendamento,T3,Joana,Cliente do Portal,idealista.com,35030596,0,Riverline
747,41548050,2026-08-14,2026-08,arrendamento,T3,Teresa,Cliente do Portal,idealista.com,35019419,1,RIverline
748,41548220,2026-08-14,2026-08,venda,T2,Eugénia,Cliente do Portal,idealista.com,YR00027,0,Prime Living
749,41549728,2026-08-14,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
750,41550447,2026-08-14,2026-08,arrendamento,T2,Joana,Cliente do Portal,imovirtual.com,YR00054,0,Prime Living
751,41550856,2026-08-14,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
752,41550933,2026-08-14,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
753,41551118,2026-08-14,2026-08,arrendamento,T0,Sandra,Cliente do Portal,idealista.com,YR00059,0,Magnolia
755,41551776,2026-08-15,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
756,41552098,2026-08-15,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,YR00011,0,White Tower
757,41552693,2026-08-15,2026-08,arrendamento,T3,Joana,Cliente do Portal,imovirtual.com,YR00028,0,Jardins da Seara
758,41553411,2026-08-15,2026-08,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,YR00011,0,White Tower
759,41554531,2026-08-15,2026-08,arrendamento,T1,Teresa,Cliente do Portal,idealista.com,"YR00001,YR00062",0,Douro Nobilis;Prime Living
760,41555335,2026-08-15,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,idealista.com,YR00059,0,Magnolia
761,41556650,2026-08-15,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
762,41557403,2026-08-15,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
763,41557940,2026-08-16,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
764,41558400,2026-08-16,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
765,41558819,2026-08-16,2026-08,arrendamento,T0,Sandra,Cliente do Portal,imovirtual.com,"YR00059,YR00001,YR00062,34878517",0,Magnolia;Douro Nobilis;Prime Living;Jardins da Seara
766,41559078,2026-08-16,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
767,41560787,2026-08-16,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
768,41561514,2026-08-16,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
769,41562166,2026-08-16,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
770,41562621,2026-08-16,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
771,41563022,2026-08-16,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
772,41563373,2026-08-16,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,idealista.com,4.7,0,Riverline
773,41563475,2026-08-16,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
774,41564101,2026-08-17,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
775,41564367,2026-08-17,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
776,41568556,2026-08-17,2026-08,arrendamento,T0,Joana,Cliente do Portal,idealista.com,534534,0,
777,41569683,2026-08-17,2026-08,venda,T0,Sandra,Cliente do Portal,idealista.com,"YR00038,34246326",0,Green Park
779,41572024,2026-08-17,2026-08,venda,T2,Eugénia,Cliente do Portal,imovirtual.com,34734420,0,Jardins da Seara
780,41573234,2026-08-17,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
782,41573734,2026-08-17,2026-08,arrendamento,T2,Teresa,Cliente do Portal,idealista,YR00020,0,Jardins da Seara
783,41574644,2026-08-17,2026-08,venda,T0,Eugénia,Cliente do Portal,idealista.com,34246326,0,
784,41575956,2026-08-17,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
786,41577324,2026-08-17,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
787,41577559,2026-08-17,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
788,41582499,2026-08-18,2026-08,arrendamento,T0,Teresa,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
789,41582759,2026-08-18,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,YR00016,0,Santos Pousada
790,41582989,2026-08-18,2026-08,arrendamento,T3,Eugénia,Cliente do Portal,Website,35019419,0,RIverline
791,41584850,2026-08-18,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,"YR00029,YR00028,YR00023",0,Jardins da Seara
792,41585079,2026-08-18,2026-08,arrendamento,T1,Joana,Cliente do Portal,idealista.com,"YR00013,34878517",0,Jardins da Seara
793,41585080,2026-08-18,2026-08,venda,T3,Sandra,Cliente do Portal,idealista.com,YR00064,0,Jardins da Seara
794,41589708,2026-08-18,2026-08,venda,T2,Teresa,Cliente do Portal,idealista.com,YR00027,0,Prime Living
795,41590003,2026-08-18,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
796,41590349,2026-08-18,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
797,41590386,2026-08-18,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
798,41590435,2026-08-18,2026-08,arrendamento,T2,Teresa,Cliente do Portal,idealista.com,"YR00011,YR00055",0,White Tower;Prime Living
799,41590758,2026-08-18,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,imovirtual.com,YR00062,0,Prime Living
801,41591897,2026-08-19,2026-08,arrendamento,T1,Sandra,Cliente do Portal,idealista.com,"YR00013,34878517",0,Jardins da Seara
802,41591904,2026-08-19,2026-08,arrendamento,T0,Teresa,Cliente do Portal,idealista.com,"YR00059,YR00013",0,Magnolia;Jardins da Seara
803,41595079,2026-08-19,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
805,41596208,2026-08-19,2026-08,arrendamento,T2,Teresa,Cliente do Portal,idealista.com,YR00023,0,Jardins da Seara
806,41597232,2026-08-19,2026-08,venda,T2,Joana,Cliente do Portal,idealista.com,J,0,
808,41597481,2026-08-19,2026-08,arrendamento,T0,Teresa,Cliente do Portal,imovirtual.com,YR00059,0,Magnolia
809,41600050,2026-08-19,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
810,41600841,2026-08-19,2026-08,venda,T3,Eugénia,Cliente do Portal,idealista.com,YR00064,0,Jardins da Seara
811,41600842,2026-08-19,2026-08,arrendamento,T1,Sandra,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
812,41600843,2026-08-19,2026-08,arrendamento,T1,Sandra,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
813,41600844,2026-08-19,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,YR00055,0,Prime Living
814,41601307,2026-08-19,2026-08,arrendamento,T1,Joana,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
815,41601308,2026-08-19,2026-08,arrendamento,T1,Sandra,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
817,41601575,2026-08-19,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
818,41602297,2026-08-19,2026-08,arrendamento,T3,Joana,Cliente do Portal,imovirtual.com,YR00028,0,Jardins da Seara
819,41602717,2026-08-19,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
820,41602719,2026-08-19,2026-08,arrendamento,T1,Teresa,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
821,41603345,2026-08-19,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,imovirtual.com,"34878517,YR00001",0,Jardins da Seara;Douro Nobilis
822,41603702,2026-08-19,2026-08,arrendamento,T1,Joana,Cliente do Portal,imovirtual.com,"35040552,YR00054",0,Douro Nobilis;Prime Living
823,41604346,2026-08-19,2026-08,arrendamento,T1,Sandra,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
824,41606137,2026-08-20,2026-08,arrendamento,T1,Teresa,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
825,41606436,2026-08-20,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
826,41608319,2026-08-20,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
827,41609894,2026-08-20,2026-08,arrendamento,T0,Teresa,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
828,41610421,2026-08-20,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
829,41612001,2026-08-20,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
830,41612109,2026-08-20,2026-08,arrendamento,T1,Teresa,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
831,41612618,2026-08-20,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
832,41613578,2026-08-20,2026-08,venda,T2,Sandra,Cliente do Portal,idealista.com,YR00027,0,Prime Living
833,41614124,2026-08-20,2026-08,arrendamento,T2,Joana,Cliente do Portal,idealista.com,YR00029,0,Jardins da Seara
834,41614656,2026-08-20,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
837,41616751,2026-08-20,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
838,41617006,2026-08-20,2026-08,arrendamento,T1,Joana,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
839,41617258,2026-08-20,2026-08,arrendamento,T1,Sandra,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
840,41617464,2026-08-20,2026-08,venda,T3,Eugénia,Cliente do Portal,,,0,
841,41617859,2026-08-21,2026-08,arrendamento,T0,Teresa,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
842,41618171,2026-08-21,2026-08,venda,T0,Joana,Cliente do Portal,idealista.com,34649651,0,
843,41618532,2026-08-21,2026-08,arrendamento,T1,Sandra,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
844,41619039,2026-08-21,2026-08,arrendamento,T1,Teresa,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
845,41620286,2026-08-21,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,idealista.com,YR00062,0,Prime Living
846,41621681,2026-08-21,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
847,41624596,2026-08-21,2026-08,arrendamento,T1,Teresa,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
848,41624892,2026-08-21,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,idealista.com,4.7,0,Riverline
849,41625193,2026-08-21,2026-08,venda,T1,Teresa,Cliente do Portal,,,0,
850,41625714,2026-08-21,2026-08,arrendamento,T1,Teresa,Cliente do Portal,idealista.com,4.7,0,Riverline
851,41625715,2026-08-21,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
